id,aps,se,data,tweets,casos,casos_est,casos_estmin,casos_estmax,tmin,rt,prt1,inc,nivel,sum
347280,2.2,201813,2018-03-25,21.0,7.0,7.0,7.0,7.0,24.4286,0.676567,0.204408,1.88618,2,1302
351583,2.2,201814,2018-04-01,44.0,26.0,26.0,26.0,26.0,24.5714,2.17293,0.99015,7.00582,2,1302
412683,2.2,201826,2018-06-24,15.0,13.0,13.0,13.0,13.0,21.0,0.533229,0.0288451,3.50291,1,1302
412684,2.2,201827,2018-07-01,12.0,3.0,3.0,3.0,3.0,21.0,0.144857,3.93853e-05,0.808364,1,1302
417129,2.2,201828,2018-07-08,15.0,11.0,11.0,11.0,11.0,18.5714,0.80119,0.288126,2.964,1,1302
417130,2.2,201829,2018-07-15,11.0,9.0,9.0,9.0,9.0,20.2857,1.01545,0.513229,2.42509,1,1302
439435,2.2,201830,2018-07-22,11.0,9.0,9.0,9.0,9.0,20.4286,1.04826,0.540301,2.42509,1,1302
439436,2.2,201831,2018-07-29,17.0,6.0,6.0,6.0,6.0,20.4286,0.668408,0.213611,1.61673,1,1302
443919,2.2,201832,2018-08-05,29.0,5.0,5.0,5.0,5.0,18.8571,0.617363,0.187017,1.34727,1,1302
448412,2.2,201833,2018-08-12,3.0,3.0,3.0,3.0,3.0,19.1429,0.463084,0.115468,0.808364,1,1302
452915,2.2,201834,2018-08-19,,0.0,0.0,0.0,0.0,20.5714,0.0,0.0,0.0,1,1302
457438,2.2,201835,2018-08-26,2.0,5.0,5.0,5.0,5.0,20.0,1.64382,0.76798,1.34727,1,1302
457439,2.2,201836,2018-09-02,5.0,3.0,3.0,3.0,3.0,20.1429,1.25235,0.610934,0.808364,1,1302
513158,2.2,201903,2019-01-13,25.0,5.0,5.0,5.0,5.0,25.2857,0.930838,0.452187,1.34727,2,1302
527325,2.2,201904,2019-01-20,18.0,8.0,8.0,8.0,8.0,25.2857,1.35576,0.719567,2.15564,2,1302
527326,2.2,201905,2019-01-27,18.0,4.0,4.0,4.0,4.0,26.2857,0.667805,0.254882,1.07782,2,1302
527327,2.2,201906,2019-02-03,26.0,6.0,6.0,6.0,6.0,24.1429,0.991966,0.494217,1.61673,2,1302
536832,2.2,201907,2019-02-10,27.0,7.0,7.0,7.0,7.0,25.4286,1.23702,0.651764,1.88618,2,1302
536833,2.2,201908,2019-02-17,203.0,8.0,8.0,8.0,8.0,25.0,1.34631,0.715365,2.15564,2,1302
541608,2.2,201909,2019-02-24,213.0,14.0,14.0,14.0,14.0,25.2857,1.94765,0.936263,3.77236,2,1302
541609,2.2,201910,2019-03-03,32.0,3.0,3.0,3.0,3.0,25.7143,0.341777,0.0367237,0.808364,2,1302
546402,2.2,201911,2019-03-10,231.0,10.0,10.0,10.0,10.0,26.4286,1.08792,0.574786,2.69455,2,1302
551205,2.2,201912,2019-03-17,75.0,10.0,10.0,10.0,10.0,25.1429,1.24878,0.684762,2.69455,2,1302
556018,2.2,201913,2019-03-24,72.0,34.0,34.0,34.0,34.0,23.4286,3.48253,0.999931,9.16146,2,1302
560843,2.2,201914,2019-03-31,81.0,55.0,55.0,55.0,55.0,24.2857,3.08456,0.999996,14.82,2,1302
560844,2.2,201915,2019-04-07,72.0,73.0,73.0,73.0,73.0,24.4286,2.16049,0.999942,19.6702,2,1302
565687,2.2,201916,2019-04-14,153.0,78.0,78.0,78.0,78.0,24.2857,1.48208,0.987263,21.0175,3,1302
570540,2.2,201917,2019-04-21,108.0,45.0,45.0,45.0,45.0,24.4286,0.68581,0.0242231,12.1255,3,1302
575403,2.2,201918,2019-04-28,362.0,73.0,73.0,73.0,73.0,24.4286,1.09391,0.702583,19.6702,3,1302
580276,2.2,201919,2019-05-05,385.0,84.0,84.0,84.0,84.0,23.8571,1.3288,0.957361,22.6342,2,1302
585159,2.2,201920,2019-05-12,188.0,84.0,84.0,84.0,84.0,23.1429,1.21012,0.881334,22.6342,2,1302
590052,2.2,201921,2019-05-19,554.0,97.0,97.0,97.0,97.0,22.4286,1.21978,0.906523,26.1371,2,1302
594955,2.2,201922,2019-05-26,93.0,51.0,51.0,51.0,51.0,22.0,0.605609,0.00198836,13.7422,2,1302
599868,2.2,201923,2019-06-02,71.0,44.0,44.0,44.0,44.0,20.2857,0.559768,0.000795399,11.856,2,1302
604791,2.2,201924,2019-06-09,92.0,30.0,30.0,30.0,30.0,21.4286,0.491795,0.000486223,8.08364,1,1302
614656,2.2,201925,2019-06-16,143.0,18.0,18.0,18.0,18.0,21.5714,0.411469,0.00040205,4.85018,1,1302
614657,2.2,201926,2019-06-23,76.0,30.0,30.0,30.0,30.0,22.0,0.943842,0.409574,8.08364,1,1302
619610,2.2,201927,2019-06-30,84.0,36.0,36.0,36.0,36.0,22.1429,1.37103,0.893556,9.70037,1,1302
624573,2.2,201928,2019-07-07,32.0,14.0,14.0,14.0,14.0,17.0,0.507021,0.0156917,3.77236,1,1302
629548,2.2,201929,2019-07-14,16.0,11.0,11.0,11.0,11.0,18.7143,0.41178,0.00427761,2.964,1,1302
690367,2.2,201946,2019-11-10,90.0,4.0,4.0,4.0,4.0,22.5714,0.769125,0.339049,1.07782,2,1302
695520,2.2,201947,2019-11-17,33.0,7.0,7.0,7.0,7.0,21.1429,1.72033,0.821603,1.88618,2,1302
700685,2.2,201948,2019-11-24,17.0,3.0,3.0,3.0,3.0,20.7143,0.675938,0.287651,0.808364,2,1302
700686,2.2,201949,2019-12-01,41.0,0.0,0.0,0.0,0.0,22.2857,0.0,0.0,0.0,1,1302
706727,2.2,201950,2019-12-08,24.0,2.0,2.0,2.0,2.0,22.4286,0.619499,0.278927,0.538909,1,1302
706728,2.2,201951,2019-12-15,14.0,2.0,2.0,2.0,2.0,23.8571,1.16692,0.566061,0.538909,1,1302
706729,2.2,201952,2019-12-22,2.0,0.0,0.0,0.0,0.0,24.1429,0.0,0.0,0.0,1,1302
215407,5.1,201027,2010-07-04,,6.0,6.0,6.0,6.0,16.5714,0.760425,0.300255,0.91481,1,1302
215408,5.1,201028,2010-07-11,,14.0,14.0,14.0,14.0,20.8571,1.88194,0.927529,2.13456,1,1302
215409,5.1,201029,2010-07-18,,11.0,11.0,11.0,11.0,19.6667,1.33176,0.738691,1.67715,1,1302
215410,5.1,201030,2010-07-25,,8.0,8.0,8.0,8.0,18.6667,0.765216,0.279124,1.21975,1,1302
215424,5.1,201044,2010-10-31,,2.0,2.0,2.0,2.0,22.2857,1.27701,0.602158,0.304937,1,1302
215428,5.1,201048,2010-11-28,,6.0,6.0,6.0,6.0,25.1429,1.8057,0.822546,0.91481,1,1302
212641,1.0,201047,2010-11-21,,4.0,4.0,4.0,4.0,23.0,0.800197,0.363433,1.7624,1,1302
359786,2.1,201816,2018-04-15,13.0,7.0,7.0,7.0,7.0,21.5714,0.722565,0.249424,1.26653,2,1302
381441,2.1,201817,2018-04-22,25.0,6.0,6.0,6.0,6.0,22.2857,0.548744,0.107662,1.0856,2,1302
381444,2.1,201820,2018-05-13,49.0,9.0,9.0,9.0,9.0,21.8571,1.58889,0.816148,1.6284,1,1302
385817,2.1,201821,2018-05-20,22.0,5.0,5.0,5.0,5.0,19.2857,0.944021,0.46166,0.904665,1,1302
385818,2.1,201822,2018-05-27,17.0,6.0,6.0,6.0,6.0,20.2857,0.99772,0.498366,1.0856,1,1302
398993,2.1,201823,2018-06-03,12.0,6.0,6.0,6.0,6.0,20.2857,0.985539,0.489543,1.0856,1,1302
732823,2.2,202001,2019-12-29,12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1,1302
732824,2.2,202002,2020-01-05,13.0,10.0,10.0,10.0,10.0,24.5714,8.83201,0.998689,2.69455,1,1302
732825,2.2,202003,2020-01-12,23.0,5.0,5.0,5.0,5.0,23.8571,1.78157,0.798299,1.34727,1,1302
748550,2.2,202004,2020-01-19,10.0,3.0,3.0,3.0,3.0,22.8571,0.55862,0.192467,0.808364,2,1302
748551,2.2,202005,2020-01-26,60.0,5.0,5.0,5.0,5.0,24.4286,0.924119,0.447294,1.34727,2,1302
381442,2.1,201818,2018-04-29,23.0,7.0,7.0,7.0,7.0,21.5714,0.777144,0.303002,1.26653,1,1302
753814,2.2,202006,2020-02-02,64.0,2.0,2.0,2.0,2.0,24.7143,0.468996,0.162979,0.538909,2,1302
381443,2.1,201819,2018-05-06,20.0,2.0,2.0,2.0,2.0,21.2857,0.294387,0.0396291,0.361866,1,1302
759087,2.2,202007,2020-02-09,21.0,2.0,2.0,2.0,2.0,22.7143,0.551447,0.227746,0.538909,2,1302
764370,2.2,202008,2020-02-16,35.0,9.0,9.0,9.0,9.0,24.4286,2.84534,0.962061,2.42509,2,1302
769663,2.2,202009,2020-02-23,139.0,11.0,11.0,11.0,11.0,22.4286,2.53608,0.962619,2.964,2,1302
774966,2.2,202010,2020-03-01,28.0,3.0,3.0,3.0,3.0,22.1429,0.426826,0.0886003,0.808364,2,1302
780279,2.2,202011,2020-03-08,157.0,7.0,7.0,7.0,7.0,23.4286,0.89888,0.416552,1.88618,2,1302
785602,2.2,202012,2020-03-15,385.0,2.0,2.0,2.0,2.0,24.7143,0.324921,0.0572098,0.538909,2,1302
790935,2.2,202013,2020-03-22,129.0,3.0,3.0,3.0,3.0,21.7143,0.625198,0.247131,0.808364,2,1302
801620,2.2,202014,2020-03-29,65.0,6.0,6.0,6.0,6.0,24.0,1.59852,0.774893,1.61673,2,1302
801621,2.2,202015,2020-04-05,103.0,1.0,1.0,1.0,1.0,21.7143,0.279384,0.083661,0.269455,1,1302
806984,2.2,202016,2020-04-12,74.0,1.0,1.0,1.0,1.0,21.8571,0.281298,0.0850851,0.269455,1,1302
812357,2.2,202017,2020-04-19,25.0,3.0,3.0,3.0,3.0,21.4286,1.23635,0.605029,0.808364,1,1302
817740,2.2,202018,2020-04-26,27.0,1.0,1.0,1.0,1.0,22.0,0.56872,0.295589,0.269455,1,1302
823133,2.2,202019,2020-05-03,79.0,1.0,1.0,1.0,1.0,19.7143,0.550738,0.284057,0.269455,1,1302
828536,2.2,202020,2020-05-10,31.0,1.0,1.0,1.0,1.0,20.0,0.675654,0.358477,0.269455,1,1302
833949,2.2,202021,2020-05-17,62.0,2.0,2.0,2.0,2.0,21.1429,1.72799,0.707759,0.538909,1,1302
839372,2.2,202022,2020-05-24,89.0,1.0,1.0,1.0,1.0,18.5714,0.802396,0.421537,0.269455,1,1302
850235,2.2,202023,2020-05-31,23.0,0.0,0.0,0.0,0.0,20.4286,0.0,0.0,0.0,1,1302
861118,2.2,202024,2020-06-07,28.0,0.0,0.0,0.0,0.0,22.4286,0.0,0.0,0.0,1,1302
866571,2.2,202025,2020-06-14,33.0,2.0,2.0,2.0,2.0,20.7143,4.32431,0.893552,0.538909,1,1302
872034,2.2,202026,2020-06-21,567.0,0.0,0.0,0.0,0.0,21.1429,0.0,0.0,0.0,1,1302
877507,2.2,202027,2020-06-28,18.0,0.0,0.0,0.0,0.0,20.1429,0.0,0.0,0.0,1,1302
213789,3.1,201001,2010-01-03,,3.0,3.0,3.0,3.0,25.1429,,0.0,0.407726,1,1302
213790,3.1,201002,2010-01-10,,0.0,0.0,0.0,0.0,24.4286,,0.0,0.0,1,1302
213791,3.1,201003,2010-01-17,,0.0,0.0,0.0,0.0,23.8571,,0.0,0.0,1,1302
213792,3.1,201004,2010-01-24,,3.0,3.0,3.0,3.0,23.7143,,0.0,0.407726,1,1302
213793,3.1,201005,2010-01-31,,5.0,5.0,5.0,5.0,25.1429,,0.0,0.679544,1,1302
213794,3.1,201006,2010-02-07,,8.0,8.0,8.0,8.0,24.7143,2.80514,0.951963,1.08727,2,1302
213795,3.1,201007,2010-02-14,,1.0,1.0,1.0,1.0,24.5714,0.212279,0.0381868,0.135909,2,1302
213796,3.1,201008,2010-02-21,,3.0,3.0,3.0,3.0,23.5714,0.603948,0.229799,0.407726,2,1302
213797,3.1,201009,2010-02-28,,3.0,3.0,3.0,3.0,21.5714,0.855714,0.416169,0.407726,2,1302
213798,3.1,201010,2010-03-07,,3.0,3.0,3.0,3.0,23.5714,1.07868,0.538994,0.407726,2,1302
213799,3.1,201011,2010-03-14,,4.0,4.0,4.0,4.0,22.5714,1.35376,0.663521,0.543635,1,1302
213800,3.1,201012,2010-03-21,,13.0,13.0,13.0,13.0,23.5714,3.45746,0.991554,1.76681,2,1302
213801,3.1,201013,2010-03-28,,5.0,5.0,5.0,5.0,23.1429,0.845642,0.386937,0.679544,2,1302
213802,3.1,201014,2010-04-04,,4.0,4.0,4.0,4.0,20.0,0.515755,0.12571,0.543635,2,1302
213803,3.1,201015,2010-04-11,,7.0,7.0,7.0,7.0,19.7143,1.04232,0.531531,0.951361,2,1302
213804,3.1,201016,2010-04-18,,2.0,2.0,2.0,2.0,22.4286,0.375417,0.091245,0.271817,1,1302
213805,3.1,201017,2010-04-25,,9.0,9.0,9.0,9.0,21.0,1.7792,0.862448,1.22318,1,1302
213806,3.1,201018,2010-05-02,,8.0,8.0,8.0,8.0,20.7143,1.49779,0.774593,1.08727,1,1302
213812,3.1,201024,2010-06-13,,6.0,6.0,6.0,6.0,14.8571,0.941117,0.456045,0.815452,1,1302
213814,3.1,201026,2010-06-27,,2.0,2.0,2.0,2.0,17.1429,0.495659,0.18407,0.271817,1,1302
213815,3.1,201027,2010-07-04,,8.0,8.0,8.0,8.0,16.5714,2.66102,0.945015,1.08727,1,1302
213816,3.1,201028,2010-07-11,,10.0,10.0,10.0,10.0,19.4286,2.59209,0.958645,1.35909,1,1302
215429,5.1,201049,2010-12-05,,3.0,3.0,3.0,3.0,25.4286,0.730581,0.329441,0.457405,2,1302
215430,5.1,201050,2010-12-12,,7.0,7.0,7.0,7.0,25.2857,1.50832,0.76415,1.06728,2,1302
212642,1.0,201048,2010-11-28,,9.0,9.0,9.0,9.0,25.0,1.86842,0.879105,3.9654,1,1302
346850,2.1,201813,2018-03-25,21.0,6.0,6.0,6.0,6.0,24.4286,1.3462,0.690681,1.0856,2,1302
351152,2.1,201814,2018-04-01,44.0,9.0,9.0,9.0,9.0,24.5714,1.54272,0.802145,1.6284,2,1302
355464,2.1,201815,2018-04-04,19.0,16.0,16.0,16.0,16.0,24.0,2.17548,0.967484,2.89493,2,1302
550243,1.0,201912,2019-03-17,75.0,19.0,19.0,19.0,19.0,25.1429,1.75873,0.937383,8.37141,2,1302
555054,1.0,201913,2019-03-24,72.0,31.0,31.0,31.0,31.0,23.4286,2.11959,0.993342,13.6586,2,1302
416684,2.1,201829,2018-07-15,11.0,5.0,5.0,5.0,5.0,20.2857,1.02871,0.518494,0.904665,1,1302
438987,2.1,201830,2018-07-22,11.0,5.0,5.0,5.0,5.0,20.4286,1.27124,0.646046,0.904665,1,1302
438988,2.1,201831,2018-07-29,17.0,2.0,2.0,2.0,2.0,20.4286,0.487531,0.177643,0.361866,1,1302
443470,2.1,201832,2018-08-05,29.0,1.0,1.0,1.0,1.0,18.8571,0.25815,0.0682175,0.180933,1,1302
447962,2.1,201833,2018-08-12,3.0,3.0,3.0,3.0,3.0,19.1429,1.11475,0.555445,0.542799,1,1302
213817,3.1,201029,2010-07-18,,13.0,13.0,13.0,13.0,18.2857,1.89003,0.921452,1.76681,1,1302
213818,3.1,201030,2010-07-25,,12.0,12.0,12.0,12.0,18.0,1.22051,0.682042,1.6309,1,1302
213819,3.1,201031,2010-08-01,,13.0,13.0,13.0,13.0,18.1429,1.11565,0.608775,1.76681,1,1302
213820,3.1,201032,2010-08-08,,8.0,8.0,8.0,8.0,17.0,0.661917,0.175025,1.08727,1,1302
213821,3.1,201033,2010-08-15,,7.0,7.0,7.0,7.0,14.1429,0.627753,0.158187,0.951361,1,1302
213822,3.1,201034,2010-08-22,,9.0,9.0,9.0,9.0,16.8571,0.975744,0.478616,1.22318,1,1302
213823,3.1,201035,2010-08-29,,11.0,11.0,11.0,11.0,19.0,1.33223,0.738931,1.495,1,1302
213824,3.1,201036,2010-09-05,,3.0,3.0,3.0,3.0,17.8571,0.348874,0.0402741,0.407726,1,1302
213826,3.1,201038,2010-09-19,,5.0,5.0,5.0,5.0,18.8571,0.819899,0.365904,0.679544,1,1302
213827,3.1,201039,2010-09-26,,9.0,9.0,9.0,9.0,21.1429,1.65135,0.833219,1.22318,1,1302
213828,3.1,201040,2010-10-03,,6.0,6.0,6.0,6.0,19.4286,0.974001,0.481041,0.815452,1,1302
213829,3.1,201041,2010-10-10,,3.0,3.0,3.0,3.0,17.2857,0.444256,0.10126,0.407726,1,1302
213830,3.1,201042,2010-10-17,,5.0,5.0,5.0,5.0,19.4286,0.852628,0.392544,0.679544,1,1302
213831,3.1,201043,2010-10-24,,4.0,4.0,4.0,4.0,20.1429,0.872723,0.417144,0.543635,1,1302
213832,3.1,201044,2010-10-31,,6.0,6.0,6.0,6.0,21.0,1.37081,0.70053,0.815452,1,1302
213833,3.1,201045,2010-11-07,,11.0,11.0,11.0,11.0,20.8571,2.18205,0.93919,1.495,1,1302
213834,3.1,201046,2010-11-14,,4.0,4.0,4.0,4.0,20.0,0.613192,0.207768,0.543635,1,1302
213835,3.1,201047,2010-11-21,,13.0,13.0,13.0,13.0,22.7143,1.67775,0.881679,1.76681,1,1302
213836,3.1,201048,2010-11-28,,16.0,16.0,16.0,16.0,24.2857,1.85846,0.936755,2.17454,1,1302
213837,3.1,201049,2010-12-05,,27.0,27.0,27.0,27.0,23.8571,2.23058,0.992654,3.66954,2,1302
213838,3.1,201050,2010-12-12,,17.0,17.0,17.0,17.0,23.7143,0.985777,0.483079,2.31045,2,1302
213839,3.1,201051,2010-12-19,,20.0,20.0,20.0,20.0,24.0,0.972886,0.464767,2.71817,2,1302
213840,3.1,201052,2010-12-26,,23.0,23.0,23.0,23.0,22.7143,1.13198,0.659651,3.1259,2,1302
213841,3.1,201101,2011-01-02,,21.0,21.0,21.0,21.0,23.5714,1.03337,0.542432,2.85408,2,1302
213842,3.1,201102,2011-01-09,,20.0,20.0,20.0,20.0,24.0,0.942687,0.424127,2.71817,2,1302
213843,3.1,201103,2011-01-16,,27.0,27.0,27.0,27.0,24.8571,1.26174,0.791892,3.66954,2,1302
213844,3.1,201104,2011-01-23,,31.0,31.0,31.0,31.0,24.4286,1.37169,0.876733,4.21317,2,1302
213845,3.1,201105,2011-01-30,,24.0,24.0,24.0,24.0,24.1429,0.935812,0.406861,3.26181,2,1302
213846,3.1,201106,2011-02-06,,60.0,60.0,60.0,60.0,24.7143,2.06022,0.999552,8.15452,2,1302
213847,3.1,201107,2011-02-13,,122.0,122.0,122.0,122.0,24.2857,3.07072,1.0,16.5809,2,1302
213848,3.1,201108,2011-02-20,,180.0,180.0,180.0,180.0,24.4286,2.54314,1.0,24.4636,2,1302
213849,3.1,201109,2011-02-27,,183.0,183.0,183.0,183.0,22.8571,1.55004,0.999916,24.8713,3,1302
213850,3.1,201110,2011-03-06,,88.0,88.0,88.0,88.0,22.5714,0.5725,1.01785e-05,11.96,3,1302
213851,3.1,201111,2011-03-13,,201.0,201.0,201.0,201.0,23.0,1.29208,0.992076,27.3177,3,1302
213852,3.1,201112,2011-03-20,,302.0,302.0,302.0,302.0,22.7143,1.95348,1.0,41.0444,3,1302
213853,3.1,201113,2011-03-27,,493.0,493.0,493.0,493.0,23.1429,2.32692,1.0,67.003,3,1302
213854,3.1,201114,2011-04-03,,759.0,759.0,759.0,759.0,22.1429,2.26585,1.0,103.155,3,1302
213855,3.1,201115,2011-04-10,,571.0,571.0,571.0,571.0,23.1429,1.15236,0.989655,77.6039,3,1302
213856,3.1,201116,2011-04-17,,293.0,293.0,293.0,293.0,22.4286,0.493863,0.0,39.8213,4,1302
213857,3.1,201117,2011-04-24,,450.0,450.0,450.0,450.0,20.7143,0.841706,0.00346909,61.1589,4,1302
213858,3.1,201118,2011-05-01,,452.0,452.0,452.0,452.0,20.5714,1.04739,0.754371,61.4307,4,1302
213859,3.1,201119,2011-05-08,,359.0,359.0,359.0,359.0,20.0,0.868337,0.024972,48.7912,4,1302
213860,3.1,201120,2011-05-15,,244.0,244.0,244.0,244.0,17.7143,0.598476,5.54582e-11,33.1617,4,1302
213861,3.1,201121,2011-05-22,,171.0,171.0,171.0,171.0,17.0,0.493455,3.10862e-15,23.2404,4,1302
213862,3.1,201122,2011-05-29,,131.0,131.0,131.0,131.0,17.8571,0.505601,2.80789e-11,17.804,2,1302
213863,3.1,201123,2011-06-05,,84.0,84.0,84.0,84.0,15.5714,0.454201,2.16667e-10,11.4163,2,1302
213864,3.1,201124,2011-06-12,,73.0,73.0,73.0,73.0,16.0,0.549983,1.3149e-05,9.92134,2,1302
213865,3.1,201125,2011-06-19,,37.0,37.0,37.0,37.0,17.5714,0.388519,1.17117e-07,5.02862,2,1302
213880,3.1,201140,2011-10-02,,15.0,15.0,15.0,15.0,20.2857,1.28311,0.742683,2.03863,1,1302
213881,3.1,201141,2011-10-09,,13.0,13.0,13.0,13.0,21.7143,0.989004,0.488542,1.76681,1,1302
213882,3.1,201142,2011-10-16,,32.0,32.0,32.0,32.0,18.1429,2.17068,0.995041,4.34908,1,1302
213883,3.1,201143,2011-10-23,,25.0,25.0,25.0,25.0,20.5714,1.3391,0.833726,3.39772,1,1302
213884,3.1,201144,2011-10-30,,29.0,29.0,29.0,29.0,17.7143,1.18872,0.73742,3.94135,1,1302
213885,3.1,201145,2011-11-06,,56.0,56.0,56.0,56.0,20.1429,1.96303,0.998782,7.61089,1,1302
213886,3.1,201146,2011-11-13,,45.0,45.0,45.0,45.0,20.5714,1.27169,0.859752,6.11589,1,1302
213887,3.1,201147,2011-11-20,,71.0,71.0,71.0,71.0,20.7143,1.55793,0.991181,9.64952,1,1302
213888,3.1,201148,2011-11-27,,84.0,84.0,84.0,84.0,21.0,1.53009,0.99354,11.4163,3,1302
213889,3.1,201149,2011-12-04,,132.0,132.0,132.0,132.0,22.1429,1.89054,0.999995,17.94,3,1302
213890,3.1,201150,2011-12-11,,146.0,146.0,146.0,146.0,22.2857,1.5666,0.999703,19.8427,3,1302
213891,3.1,201151,2011-12-18,,149.0,149.0,149.0,149.0,22.8571,1.23756,0.959674,20.2504,3,1302
213892,3.1,201152,2011-12-25,,214.0,214.0,214.0,214.0,22.125,1.50018,0.999926,29.0845,3,1302
8584,3.1,201201,2012-01-01,,119.0,119.0,119.0,119.0,21.8571,0.7415,0.00638995,16.1731,3,1302
8585,3.1,201202,2012-01-08,,164.0,164.0,164.0,164.0,22.7143,0.978781,0.422499,22.289,3,1302
8586,3.1,201203,2012-01-15,,174.0,174.0,174.0,174.0,23.5714,1.10798,0.824683,23.6481,2,1302
8587,3.1,201204,2012-01-22,,206.0,206.0,206.0,206.0,22.5714,1.29008,0.992414,27.9972,2,1302
215431,5.1,201051,2010-12-19,,7.0,7.0,7.0,7.0,26.0,1.41413,0.731041,1.06728,2,1302
215432,5.1,201052,2010-12-26,,6.0,6.0,6.0,6.0,24.2857,1.0207,0.514587,0.91481,2,1302
215433,5.1,201101,2011-01-02,,18.0,18.0,18.0,18.0,25.0,2.53551,0.987866,2.74443,2,1302
215434,5.1,201102,2011-01-09,,11.0,11.0,11.0,11.0,25.8571,1.16663,0.638704,1.67715,2,1302
215435,5.1,201103,2011-01-16,,25.0,25.0,25.0,25.0,25.5714,1.91518,0.975895,3.81171,2,1302
7919,1.0,201220,2012-05-13,,462.0,462.0,462.0,462.0,18.8571,0.93201,0.137935,203.557,4,1302
452464,2.1,201834,2018-08-19,,5.0,5.0,5.0,5.0,20.5714,2.30294,0.87287,0.904665,1,1302
456986,2.1,201840,2018-09-30,,3.0,3.0,3.0,3.0,23.0,0.814097,0.388785,0.542799,1,1302
461558,2.1,201841,2018-10-07,,1.0,1.0,1.0,1.0,22.0,0.233803,0.0515776,0.180933,1,1302
466141,2.1,201842,2018-10-14,,1.0,1.0,1.0,1.0,22.1429,0.301893,0.100661,0.180933,1,1302
466142,2.1,201843,2018-10-21,,3.0,3.0,3.0,3.0,21.4286,1.56565,0.703883,0.542799,1,1302
470744,2.1,201844,2018-10-28,,2.0,2.0,2.0,2.0,22.1429,1.19899,0.577122,0.361866,1,1302
475357,2.1,201845,2018-11-04,,3.0,3.0,3.0,3.0,21.1429,1.39344,0.657694,0.542799,1,1302
475358,2.1,201846,2018-11-11,,4.0,4.0,4.0,4.0,23.5714,1.58447,0.732243,0.723732,1,1302
8588,3.1,201205,2012-01-29,,235.0,235.0,235.0,235.0,21.4286,1.31265,0.997091,31.9385,2,1302
8589,3.1,201206,2012-02-05,,198.0,198.0,198.0,198.0,23.8571,0.983855,0.435346,26.9099,2,1302
8590,3.1,201207,2012-02-12,,235.0,235.0,235.0,235.0,23.0,1.09642,0.835481,31.9385,3,1302
8591,3.1,201208,2012-02-19,,240.0,240.0,240.0,240.0,23.5714,1.10299,0.852861,32.6181,2,1302
8598,3.1,201215,2012-04-08,,1010.0,1010.0,1010.0,1010.0,22.7143,1.39915,1.0,137.268,4,1302
8599,3.1,201216,2012-04-15,,1130.0,1130.0,1130.0,1130.0,21.2857,1.42631,1.0,153.577,4,1302
8600,3.1,201217,2012-04-22,,1268.0,1268.0,1268.0,1268.0,21.2857,1.33487,1.0,172.332,4,1302
8601,3.1,201218,2012-04-29,,1207.0,1207.0,1207.0,1207.0,19.4286,1.09059,0.981468,164.042,4,1302
8602,3.1,201219,2012-05-06,,1282.0,1282.0,1282.0,1282.0,19.5714,1.06997,0.953895,174.235,4,1302
8603,3.1,201220,2012-05-13,,1177.0,1177.0,1177.0,1177.0,17.8571,0.958724,0.150669,159.965,4,1302
456981,2.1,201835,2018-08-26,2.0,2.0,2.0,2.0,2.0,20.0,0.692654,0.330251,0.361866,1,1302
456982,2.1,201836,2018-09-02,5.0,1.0,1.0,1.0,1.0,20.1429,0.301016,0.099989,0.180933,1,1302
456983,2.1,201837,2018-09-09,,4.0,4.0,4.0,4.0,20.1429,1.51955,0.715143,0.723732,1,1302
456984,2.1,201838,2018-09-16,,2.0,2.0,2.0,2.0,22.0,0.892007,0.448337,0.361866,1,1302
456985,2.1,201839,2018-09-23,,7.0,7.0,7.0,7.0,23.0,2.47336,0.921473,1.26653,1,1302
8604,3.1,201221,2012-05-20,,1200.0,1200.0,1200.0,1200.0,17.8571,0.978237,0.293901,163.09,4,1302
8605,3.1,201222,2012-05-27,,965.0,965.0,965.0,965.0,20.8571,0.808772,4.39392e-07,131.152,4,1302
8606,3.1,201223,2012-06-03,,699.0,699.0,699.0,699.0,20.7143,0.630009,0.0,95.0002,4,1302
8607,3.1,201224,2012-06-10,,692.0,692.0,692.0,692.0,19.1429,0.727475,7.27162e-11,94.0488,4,1302
8609,3.1,201226,2012-06-24,,292.0,292.0,292.0,292.0,17.7143,0.467368,0.0,39.6853,4,1302
8610,3.1,201227,2012-07-01,,282.0,282.0,282.0,282.0,17.7143,0.599185,2.30993e-12,38.3263,4,1302
8611,3.1,201228,2012-07-08,,219.0,219.0,219.0,219.0,17.1429,0.637802,6.81697e-08,29.764,2,1302
8612,3.1,201229,2012-07-15,,134.0,134.0,134.0,134.0,17.1429,0.495842,3.67217e-12,18.2118,2,1302
8613,3.1,201230,2012-07-22,,103.0,103.0,103.0,103.0,18.0,0.487242,3.10363e-10,13.9986,2,1302
2686,3.1,201231,2012-07-29,82.0,122.0,122.0,122.0,122.0,18.8571,0.789444,0.0248841,16.5809,2,1302
2687,3.1,201232,2012-08-05,84.0,100.0,100.0,100.0,100.0,16.2857,0.822719,0.0733096,13.5909,1,1302
2732,3.1,201325,2013-06-16,150.0,60.0,60.0,60.0,60.0,19.1429,0.583074,0.000349146,8.15452,1,1302
2733,3.1,201326,2013-06-23,123.0,38.0,38.0,38.0,38.0,19.4286,0.510215,0.000246685,5.16453,1,1302
