id,aps,se,data,tweets,casos,casos_est,casos_estmin,casos_estmax,tmin,rt,prt1,inc,nivel,sum
1870,1.0,201518,2015-05-03,598.0,58.0,58.0,58.0,58.0,21.0,1.4033,0.953869,25.5548,3,1302
354600,5.3,201814,2018-04-01,44.0,19.0,19.0,19.0,19.0,24.4286,1.13977,0.653529,5.15556,2,1302
820435,5.1,202018,2020-04-26,27.0,1.0,1.0,1.0,1.0,,0.239571,0.0553939,0.152468,2,1302
215846,5.2,201116,2011-04-17,,1074.0,1074.0,1074.0,1074.0,23.1429,0.91831,0.0218095,161.456,4,1302
3646,5.2,201231,2012-07-29,82.0,22.0,22.0,22.0,22.0,19.5714,0.631409,0.0423856,3.30729,2,1302
3648,5.2,201233,2012-08-12,63.0,23.0,23.0,23.0,23.0,19.5714,0.896423,0.350355,3.45762,1,1302
3649,5.2,201234,2012-08-19,55.0,22.0,22.0,22.0,22.0,19.0,0.933183,0.406907,3.30729,1,1302
3650,5.2,201235,2012-08-26,63.0,14.0,14.0,14.0,14.0,17.8571,0.624987,0.0785143,2.10464,1,1302
3651,5.2,201236,2012-09-02,53.0,6.0,6.0,6.0,6.0,18.5714,0.308462,0.00266049,0.901987,1,1302
3652,5.2,201237,2012-09-09,72.0,8.0,8.0,8.0,8.0,21.1429,0.565633,0.0901232,1.20265,1,1302
3653,5.2,201238,2012-09-16,62.0,13.0,13.0,13.0,13.0,21.7143,1.33857,0.759323,1.95431,1,1302
3654,5.2,201239,2012-09-23,49.0,9.0,9.0,9.0,9.0,18.7143,0.985611,0.487405,1.35298,1,1302
3655,5.2,201240,2012-09-30,52.0,5.0,5.0,5.0,5.0,19.4286,0.502075,0.0913018,0.751656,1,1302
3656,5.2,201241,2012-10-07,48.0,6.0,6.0,6.0,6.0,20.7143,0.68726,0.231376,0.901987,1,1302
3660,5.2,201245,2012-11-04,53.0,17.0,17.0,17.0,17.0,23.0,1.68417,0.912353,2.55563,2,1302
3661,5.2,201246,2012-11-11,70.0,15.0,15.0,15.0,15.0,21.0,1.29817,0.751817,2.25497,2,1302
3662,5.2,201247,2012-11-18,58.0,15.0,15.0,15.0,15.0,21.5714,1.0723,0.575576,2.25497,2,1302
3663,5.2,201248,2012-11-25,59.0,20.0,20.0,20.0,20.0,23.0,1.30389,0.786594,3.00662,1,1302
3664,5.2,201249,2012-12-02,86.0,22.0,22.0,22.0,22.0,25.2857,1.3253,0.810606,3.30729,1,1302
3665,5.2,201250,2012-12-09,86.0,35.0,35.0,35.0,35.0,25.0,1.77594,0.982038,5.26159,2,1302
3666,5.2,201251,2012-12-16,71.0,34.0,34.0,34.0,34.0,,1.371,0.887046,5.11126,2,1302
3667,5.2,201252,2012-12-23,63.0,27.0,27.0,27.0,27.0,,0.896431,0.338749,4.05894,2,1302
3668,5.2,201301,2012-12-30,96.0,35.0,35.0,35.0,35.0,,1.10291,0.656284,5.26159,2,1302
3669,5.2,201302,2013-01-06,134.0,87.0,87.0,87.0,87.0,24.2,2.54725,1.0,13.0788,2,1302
3670,5.2,201303,2013-01-13,212.0,89.0,89.0,89.0,89.0,23.2857,1.84087,0.999773,13.3795,2,1302
3671,5.2,201304,2013-01-20,195.0,90.0,90.0,90.0,90.0,23.2857,1.26432,0.931566,13.5298,2,1302
3672,5.2,201305,2013-01-27,184.0,137.0,137.0,137.0,137.0,23.8571,1.56134,0.999525,20.5954,3,1302
3673,5.2,201306,2013-02-03,184.0,120.0,120.0,120.0,120.0,23.7143,1.17734,0.88806,18.0397,2,1302
3674,5.2,201307,2013-02-10,224.0,101.0,101.0,101.0,101.0,25.0,0.869808,0.151891,15.1834,2,1302
3675,5.2,201308,2013-02-17,429.0,225.0,225.0,225.0,225.0,26.1429,1.83112,1.0,33.8245,2,1302
3676,5.2,201309,2013-02-24,471.0,303.0,303.0,303.0,303.0,23.5714,2.04813,1.0,45.5503,2,1302
3677,5.2,201310,2013-03-03,473.0,416.0,416.0,416.0,416.0,20.6667,1.91637,1.0,62.5378,2,1302
3678,5.2,201311,2013-03-10,656.0,493.0,493.0,493.0,493.0,25.1429,1.59752,1.0,74.1133,3,1302
3679,5.2,201312,2013-03-17,701.0,531.0,531.0,531.0,531.0,23.2857,1.328,0.999992,79.8259,3,1302
3680,5.2,201313,2013-03-24,852.0,439.0,439.0,439.0,439.0,23.0,0.94025,0.176868,65.9954,4,1302
3681,5.2,201314,2013-03-31,622.0,833.0,833.0,833.0,833.0,23.4286,1.64572,1.0,125.226,4,1302
3682,5.2,201315,2013-04-07,1368.0,804.0,804.0,804.0,804.0,23.1429,1.39319,1.0,120.866,4,1302
3683,5.2,201316,2013-04-14,780.0,720.0,720.0,720.0,720.0,19.5714,1.02437,0.675159,108.238,4,1302
3684,5.2,201317,2013-04-21,601.0,367.0,367.0,367.0,367.0,18.4286,0.494298,0.0,55.1715,4,1302
3685,5.2,201318,2013-04-28,441.0,340.0,340.0,340.0,340.0,20.0,0.534646,0.0,51.1126,4,1302
3686,5.2,201319,2013-05-05,368.0,210.0,210.0,210.0,210.0,17.8571,0.455138,0.0,31.5695,4,1302
3687,5.2,201320,2013-05-12,304.0,237.0,237.0,237.0,237.0,20.8571,0.716874,4.06136e-05,35.6285,4,1302
3688,5.2,201321,2013-05-19,175.0,132.0,132.0,132.0,132.0,20.0,0.52043,1.99592e-10,19.8437,2,1302
3689,5.2,201322,2013-05-26,193.0,74.0,74.0,74.0,74.0,19.8571,0.367465,2.22045e-15,11.1245,2,1302
3690,5.2,201323,2013-06-02,164.0,57.0,57.0,57.0,57.0,19.7143,0.396147,2.09419e-10,8.56888,2,1302
3691,5.2,201324,2013-06-09,131.0,49.0,49.0,49.0,49.0,19.5714,0.534512,0.000137625,7.36623,2,1302
3692,5.2,201325,2013-06-16,150.0,30.0,30.0,30.0,30.0,20.1429,0.481328,0.0003171,4.50994,1,1302
3693,5.2,201326,2013-06-23,123.0,30.0,30.0,30.0,30.0,20.4286,0.640591,0.0262653,4.50994,1,1302
3694,5.2,201327,2013-06-30,88.0,16.0,16.0,16.0,16.0,18.4286,0.452344,0.00288889,2.4053,1,1302
3695,5.2,201328,2013-07-07,90.0,11.0,11.0,11.0,11.0,16.2857,0.413517,0.00447222,1.65364,1,1302
3696,5.2,201329,2013-07-14,84.0,11.0,11.0,11.0,11.0,20.1429,0.586904,0.0737187,1.65364,1,1302
3697,5.2,201330,2013-07-21,57.0,6.0,6.0,6.0,6.0,17.1429,0.461366,0.0480313,0.901987,1,1302
3698,5.2,201331,2013-07-28,148.0,11.0,11.0,11.0,11.0,14.7143,1.08947,0.579512,1.65364,1,1302
3699,5.2,201332,2013-08-04,155.0,14.0,14.0,14.0,14.0,19.1429,1.53143,0.849078,2.10464,1,1302
3700,5.2,201333,2013-08-11,71.0,10.0,10.0,10.0,10.0,16.8571,0.960382,0.462872,1.50331,1,1302
3701,5.2,201334,2013-08-18,74.0,14.0,14.0,14.0,14.0,18.4286,1.18678,0.670463,2.10464,1,1302
3702,5.2,201335,2013-08-25,63.0,7.0,7.0,7.0,7.0,16.5714,0.595009,0.128914,1.05232,1,1302
3703,5.2,201336,2013-09-01,55.0,10.0,10.0,10.0,10.0,19.0,0.905465,0.408186,1.50331,1,1302
3704,5.2,201337,2013-09-08,42.0,4.0,4.0,4.0,4.0,19.7143,0.42466,0.0603574,0.601325,1,1302
3705,5.2,201338,2013-09-15,115.0,4.0,4.0,4.0,4.0,22.2857,0.52157,0.130384,0.601325,1,1302
3706,5.2,201339,2013-09-22,45.0,1.0,1.0,1.0,1.0,19.4286,0.182525,0.0224259,0.150331,1,1302
3707,5.2,201340,2013-09-29,56.0,6.0,6.0,6.0,6.0,21.7143,1.62057,0.780736,0.901987,1,1302
3708,5.2,201341,2013-10-06,52.0,2.0,2.0,2.0,2.0,18.4286,0.627378,0.284652,0.300662,1,1302
3709,5.2,201342,2013-10-13,57.0,3.0,3.0,3.0,3.0,21.5714,0.853102,0.414493,0.450994,1,1302
3710,5.2,201343,2013-10-20,69.0,2.0,2.0,2.0,2.0,22.7143,0.633739,0.289241,0.300662,1,1302
3711,5.2,201344,2013-10-27,66.0,5.0,5.0,5.0,5.0,20.5714,1.80925,0.8037,0.751656,1,1302
3712,5.2,201345,2013-11-03,54.0,5.0,5.0,5.0,5.0,20.2857,1.59321,0.75521,0.751656,1,1302
3787,5.2,201515,2015-04-12,349.0,80.0,80.0,80.0,80.0,21.0,1.98417,0.999876,12.0265,2,1302
3788,5.2,201516,2015-04-19,208.0,49.0,49.0,49.0,49.0,23.7143,0.891307,0.278088,7.36623,3,1302
3789,5.2,201517,2015-04-26,291.0,78.0,78.0,78.0,78.0,20.2857,1.21918,0.881255,11.7258,3,1302
3790,5.2,201518,2015-05-03,598.0,137.0,137.0,137.0,137.0,20.5714,2.00111,0.999999,20.5954,2,1302
3791,5.2,201519,2015-05-10,408.0,110.0,110.0,110.0,110.0,19.4286,1.26956,0.952647,16.5364,3,1302
3792,5.2,201520,2015-05-17,310.0,125.0,125.0,125.0,125.0,19.1429,1.13737,0.838217,18.7914,3,1302
3793,5.2,201521,2015-05-24,248.0,115.0,115.0,115.0,115.0,19.0,0.97517,0.42379,17.2881,3,1302
3794,5.2,201522,2015-05-31,211.0,50.0,50.0,50.0,50.0,18.8571,0.435692,1.46516e-07,7.51656,2,1302
358920,5.3,201815,2018-04-04,19.0,32.0,32.0,32.0,32.0,23.1429,1.65004,0.962647,8.68305,2,1302
363250,5.3,201816,2018-04-15,13.0,21.0,21.0,21.0,21.0,20.8571,0.934748,0.411175,5.69825,2,1302
384937,5.3,201817,2018-04-22,25.0,19.0,19.0,19.0,19.0,21.1429,0.769934,0.192535,5.15556,2,1302
384938,5.3,201818,2018-04-29,23.0,31.0,31.0,31.0,31.0,20.7143,1.31842,0.846965,8.41171,1,1302
384939,5.3,201819,2018-05-06,20.0,25.0,25.0,25.0,25.0,20.7143,1.07172,0.595914,6.78363,1,1302
384940,5.3,201820,2018-05-13,49.0,13.0,13.0,13.0,13.0,20.8571,0.520125,0.0235624,3.52749,1,1302
1782,1.0,201335,2013-08-25,63.0,5.0,5.0,5.0,5.0,18.7143,0.652211,0.218362,2.203,1,1302
639058,2.1,201934,2019-08-18,23.0,5.0,5.0,5.0,5.0,19.5714,0.791234,0.341832,0.904665,1,1302
644090,2.1,201935,2019-08-25,17.0,6.0,6.0,6.0,6.0,19.5714,1.21012,0.628277,1.0856,1,1302
649132,2.1,201936,2019-09-01,54.0,5.0,5.0,5.0,5.0,20.7143,0.97217,0.481319,0.904665,1,1302
654184,2.1,201937,2019-09-08,19.0,4.0,4.0,4.0,4.0,21.4286,0.7527,0.325854,0.723732,1,1302
659246,2.1,201938,2019-09-15,29.0,3.0,3.0,3.0,3.0,22.5714,0.616152,0.239774,0.542799,1,1302
3795,5.2,201523,2015-06-07,137.0,91.0,91.0,91.0,91.0,19.0,0.912801,0.264019,13.6801,2,1302
3796,5.2,201524,2015-06-14,116.0,53.0,53.0,53.0,53.0,19.7143,0.663251,0.0093941,7.96755,2,1302
3797,5.2,201525,2015-06-21,98.0,43.0,43.0,43.0,43.0,18.0,0.611436,0.00480772,6.46424,2,1302
3808,5.2,201536,2015-09-06,103.0,6.0,6.0,6.0,6.0,20.2857,0.442267,0.0381168,0.901987,1,1302
389329,5.3,201821,2018-05-20,22.0,27.0,27.0,27.0,27.0,16.1429,1.16373,0.70571,7.32633,1,1302
389330,5.3,201822,2018-05-27,17.0,17.0,17.0,17.0,17.0,17.2857,0.831403,0.284308,4.61287,1,1302
402521,5.3,201823,2018-06-03,12.0,32.0,32.0,32.0,32.0,19.7143,1.50602,0.931935,8.68305,1,1302
402522,5.3,201824,2018-06-10,,21.0,21.0,21.0,21.0,20.2857,0.912688,0.379888,5.69825,1,1302
411352,5.3,201825,2018-06-17,8.0,37.0,37.0,37.0,37.0,17.8571,1.45226,0.929472,10.0398,1,1302
415791,5.3,201826,2018-06-24,15.0,44.0,44.0,44.0,44.0,20.1429,1.54447,0.967092,11.9392,1,1302
415792,5.3,201827,2018-07-01,12.0,19.0,19.0,19.0,19.0,20.0,0.570203,0.0222653,5.15556,1,1302
420251,5.3,201828,2018-07-08,15.0,9.0,9.0,9.0,9.0,17.1429,0.273825,5.98435e-05,2.44211,1,1302
420252,5.3,201829,2018-07-15,11.0,14.0,14.0,14.0,14.0,17.5714,0.602014,0.0615468,3.79884,1,1302
442571,5.3,201830,2018-07-22,11.0,13.0,13.0,13.0,13.0,18.8571,0.877203,0.363024,3.52749,1,1302
442572,5.3,201831,2018-07-29,17.0,8.0,8.0,8.0,8.0,19.7143,0.636624,0.150965,2.17076,1,1302
447062,5.3,201832,2018-08-05,29.0,8.0,8.0,8.0,8.0,17.4286,0.694589,0.20727,2.17076,1,1302
451562,5.3,201833,2018-08-12,3.0,11.0,11.0,11.0,11.0,17.0,1.1381,0.617816,2.9848,1,1302
456072,5.3,201834,2018-08-19,,3.0,3.0,3.0,3.0,19.0,0.34419,0.0379125,0.814036,1,1302
460637,5.3,201835,2018-08-26,2.0,11.0,11.0,11.0,11.0,19.0,1.35212,0.748805,2.9848,1,1302
460638,5.3,201836,2018-09-02,5.0,2.0,2.0,2.0,2.0,19.5714,0.281797,0.0332185,0.542691,1,1302
460639,5.3,201837,2018-09-09,,3.0,3.0,3.0,3.0,20.0,0.469437,0.120368,0.814036,1,1302
1783,1.0,201336,2013-09-01,55.0,4.0,4.0,4.0,4.0,20.0,0.777457,0.345664,1.7624,1,1302
478598,5.2,201845,2018-11-04,,10.0,10.0,10.0,10.0,21.5714,1.22464,0.670332,1.50331,1,1302
869847,5.2,202025,2020-06-14,33.0,3.0,3.0,3.0,3.0,18.0,1.37006,0.65056,0.450994,1,1302
216268,5.3,201140,2011-10-02,,11.0,11.0,11.0,11.0,21.2857,1.04647,0.542761,2.9848,1,1302
3932,5.3,201421,2014-05-18,92.0,14.0,14.0,14.0,14.0,20.2857,1.33421,0.764898,3.79884,1,1302
91633,5.3,201646,2016-11-13,18.0,9.0,9.0,9.0,9.0,21.5,1.4733,0.778585,2.44211,1,1302
212669,1.0,201123,2011-06-05,,29.0,29.0,29.0,29.0,17.8571,0.231668,3.33067e-16,12.7774,4,1302
1784,1.0,201337,2013-09-08,42.0,6.0,6.0,6.0,6.0,20.7143,1.34607,0.69063,2.6436,1,1302
2585,2.2,201418,2014-04-27,107.0,2.0,2.0,2.0,2.0,19.8571,0.442553,0.142149,0.538909,1,1302
1785,1.0,201338,2013-09-15,115.0,3.0,3.0,3.0,3.0,22.5714,0.650135,0.267221,1.3218,1,1302
457440,2.2,201837,2018-09-09,,2.0,2.0,2.0,2.0,20.1429,0.663668,0.310417,0.538909,1,1302
457441,2.2,201838,2018-09-16,,3.0,3.0,3.0,3.0,22.0,0.978292,0.488445,0.808364,1,1302
457442,2.2,201839,2018-09-23,,3.0,3.0,3.0,3.0,23.0,1.11855,0.557127,0.808364,1,1302
457443,2.2,201840,2018-09-30,,1.0,1.0,1.0,1.0,23.0,0.378099,0.159894,0.269455,1,1302
462016,2.2,201841,2018-10-07,,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1,1302
466601,2.2,201842,2018-10-14,,1.0,1.0,1.0,1.0,22.1429,0.740691,0.392267,0.269455,1,1302
466602,2.2,201843,2018-10-21,,5.0,5.0,5.0,5.0,21.4286,5.3796,0.97246,1.34727,1,1302
471205,2.2,201844,2018-10-28,,2.0,2.0,2.0,2.0,22.1429,1.12078,0.549283,0.538909,1,1302
475820,2.2,201845,2018-11-04,,1.0,1.0,1.0,1.0,21.1429,0.359783,0.145647,0.269455,1,1302
475821,2.2,201846,2018-11-11,,2.0,2.0,2.0,2.0,23.5714,0.829249,0.414532,0.538909,1,1302
480454,2.2,201847,2018-11-18,,1.0,1.0,1.0,1.0,21.8571,0.589899,0.308811,0.269455,1,1302
485099,2.2,201848,2018-11-25,,5.0,5.0,5.0,5.0,22.5714,2.97255,0.920439,1.34727,1,1302
485100,2.2,201849,2018-12-02,,8.0,8.0,8.0,8.0,22.1429,3.09096,0.962525,2.15564,1,1302
499083,2.2,201850,2018-12-09,,5.0,5.0,5.0,5.0,22.5714,1.09767,0.559788,1.34727,2,1302
503756,2.2,201851,2018-12-16,,2.0,2.0,2.0,2.0,25.7143,0.345888,0.0707053,0.538909,2,1302
508443,2.2,201852,2018-12-23,,3.0,3.0,3.0,3.0,24.2857,0.618423,0.241624,0.808364,2,1302
508444,2.2,201901,2018-12-30,11.0,7.0,7.0,7.0,7.0,25.8571,1.96309,0.866784,1.88618,2,1302
508445,2.2,201902,2019-01-06,23.0,6.0,6.0,6.0,6.0,25.1429,1.49828,0.745549,1.61673,2,1302
212670,1.0,201124,2011-06-12,,23.0,23.0,23.0,23.0,18.5714,0.320008,1.19421e-07,10.1338,2,1302
629549,2.2,201930,2019-07-21,46.0,7.0,7.0,7.0,7.0,19.2857,0.36766,0.00719038,1.88618,1,1302
634544,2.2,201931,2019-07-28,23.0,11.0,11.0,11.0,11.0,20.2857,0.905891,0.404418,2.964,1,1302
634545,2.2,201932,2019-08-04,81.0,6.0,6.0,6.0,6.0,18.7143,0.641069,0.188102,1.61673,1,1302
639561,2.2,201934,2019-08-18,23.0,3.0,3.0,3.0,3.0,19.5714,0.361115,0.0467725,0.808364,1,1302
644594,2.2,201935,2019-08-25,17.0,7.0,7.0,7.0,7.0,19.5714,0.924647,0.438872,1.88618,1,1302
649637,2.2,201936,2019-09-01,54.0,1.0,1.0,1.0,1.0,20.7143,0.167226,0.0158438,0.269455,1,1302
654690,2.2,201937,2019-09-08,19.0,3.0,3.0,3.0,3.0,21.4286,0.660149,0.275197,0.808364,1,1302
659753,2.2,201938,2019-09-15,29.0,6.0,6.0,6.0,6.0,22.5714,1.78884,0.819214,1.61673,1,1302
702758,4.0,201949,2019-12-01,41.0,7.0,7.0,7.0,7.0,22.7143,1.59284,0.789571,0.834469,2,1302
708817,4.0,201950,2019-12-08,24.0,3.0,3.0,3.0,3.0,23.2857,0.55578,0.190124,0.357629,1,1302
708818,4.0,201951,2019-12-15,14.0,17.0,17.0,17.0,17.0,24.7143,2.77869,0.990742,2.02657,2,1302
708819,4.0,201952,2019-12-22,2.0,13.0,13.0,13.0,13.0,24.8571,1.61529,0.865787,1.54973,2,1302
734919,4.0,202001,2019-12-29,12.0,1.0,1.0,1.0,1.0,24.6667,0.0899879,0.000451618,0.11921,2,1302
734920,4.0,202002,2020-01-05,13.0,11.0,11.0,11.0,11.0,26.0,1.06492,0.558863,1.31131,2,1302
734921,4.0,202003,2020-01-12,23.0,13.0,13.0,13.0,13.0,24.7143,1.65812,0.876931,1.54973,2,1302
750654,4.0,202004,2020-01-19,10.0,5.0,5.0,5.0,5.0,23.0,0.566666,0.14276,0.596049,2,1302
750655,4.0,202005,2020-01-26,60.0,22.0,22.0,22.0,22.0,25.2857,2.12366,0.982039,2.62262,2,1302
755922,4.0,202006,2020-02-02,64.0,4.0,4.0,4.0,4.0,25.1429,0.354618,0.0250479,0.476839,2,1302
212651,1.0,201105,2011-01-30,,77.0,77.0,77.0,77.0,24.0,2.1169,0.999946,33.9262,2,1302
1863,1.0,201511,2015-03-15,137.0,8.0,8.0,8.0,8.0,24.0,1.87618,0.867407,3.5248,2,1302
664826,2.2,201939,2019-09-22,21.0,5.0,5.0,5.0,5.0,19.8571,1.40715,0.698858,1.34727,1,1302
669909,2.2,201940,2019-09-29,15.0,6.0,6.0,6.0,6.0,20.5714,1.26614,0.655699,1.61673,1,1302
675002,2.2,201941,2019-10-06,20.0,6.0,6.0,6.0,6.0,22.5714,1.11324,0.574441,1.61673,1,1302
680105,2.2,201942,2019-10-13,55.0,4.0,4.0,4.0,4.0,23.4286,0.71318,0.293327,1.07782,1,1302
685222,2.2,201943,2019-10-20,19.0,10.0,10.0,10.0,10.0,21.8571,1.76984,0.872395,2.69455,1,1302
685223,2.2,201944,2019-10-27,16.0,4.0,4.0,4.0,4.0,24.5714,0.66333,0.251044,1.07782,1,1302
685224,2.2,201945,2019-11-03,46.0,3.0,3.0,3.0,3.0,24.0,0.465956,0.117677,0.808364,1,1302
212626,1.0,201032,2010-08-08,,4.0,4.0,4.0,4.0,19.4286,0.468629,0.0897579,1.7624,1,1302
1864,1.0,201512,2015-03-22,146.0,10.0,10.0,10.0,10.0,23.0,1.66563,0.848861,4.406,2,1302
213807,3.1,201019,2010-05-09,,5.0,5.0,5.0,5.0,18.4286,0.748896,0.305166,0.679544,1,1302
213808,3.1,201020,2010-05-16,,3.0,3.0,3.0,3.0,19.1429,0.436005,0.095202,0.407726,1,1302
213809,3.1,201021,2010-05-23,,12.0,12.0,12.0,12.0,18.8571,2.06896,0.936024,1.6309,1,1302
213810,3.1,201022,2010-05-30,,5.0,5.0,5.0,5.0,17.4286,0.826122,0.371042,0.679544,1,1302
213811,3.1,201023,2010-06-06,,4.0,4.0,4.0,4.0,15.8571,0.552055,0.155501,0.543635,1,1302
212627,1.0,201033,2010-08-15,,6.0,6.0,6.0,6.0,17.2857,0.763059,0.302705,2.6436,1,1302
1885,1.0,201533,2015-08-16,79.0,25.0,25.0,25.0,25.0,19.2857,1.94966,0.978356,11.015,1,1302
213866,3.1,201126,2011-06-26,,56.0,56.0,56.0,56.0,16.5714,0.808214,0.116573,7.61089,1,1302
213867,3.1,201127,2011-07-03,,22.0,22.0,22.0,22.0,15.4286,0.420634,0.000166127,2.98999,1,1302
213868,3.1,201128,2011-07-10,,34.0,34.0,34.0,34.0,15.5714,0.794687,0.156477,4.6209,1,1302
213869,3.1,201129,2011-07-17,,22.0,22.0,22.0,22.0,18.5714,0.645644,0.0514344,2.98999,1,1302
213870,3.1,201130,2011-07-24,,16.0,16.0,16.0,16.0,16.5714,0.565931,0.03042,2.17454,1,1302
213871,3.1,201131,2011-07-31,,12.0,12.0,12.0,12.0,17.1429,0.522552,0.0291544,1.6309,1,1302
213872,3.1,201132,2011-08-07,,13.0,13.0,13.0,13.0,18.2857,0.753505,0.216132,1.76681,1,1302
213873,3.1,201133,2011-08-14,,21.0,21.0,21.0,21.0,19.0,1.47061,0.874637,2.85408,1,1302
213874,3.1,201134,2011-08-21,,9.0,9.0,9.0,9.0,18.2857,0.615463,0.118256,1.22318,1,1302
213875,3.1,201135,2011-08-28,,4.0,4.0,4.0,4.0,17.7143,0.273245,0.00455843,0.543635,1,1302
213876,3.1,201136,2011-09-04,,11.0,11.0,11.0,11.0,16.1429,1.00083,0.50079,1.495,1,1302
213877,3.1,201137,2011-09-11,,8.0,8.0,8.0,8.0,18.5714,0.992535,0.493853,1.08727,1,1302
213878,3.1,201138,2011-09-18,,13.0,13.0,13.0,13.0,17.5714,1.5161,0.835263,1.76681,1,1302
213879,3.1,201139,2011-09-25,,13.0,13.0,13.0,13.0,18.0,1.3053,0.741271,1.76681,1,1302
1899,1.0,201547,2015-11-22,152.0,10.0,10.0,10.0,10.0,21.5714,1.05015,0.543969,4.406,2,1302
2704,3.1,201249,2012-12-02,86.0,75.0,75.0,75.0,75.0,23.8571,1.69447,0.99775,10.1932,1,1302
2725,3.1,201318,2013-04-28,441.0,338.0,338.0,338.0,338.0,20.2857,0.467693,0.0,45.9371,4,1302
2726,3.1,201319,2013-05-05,368.0,240.0,240.0,240.0,240.0,17.5714,0.456877,0.0,32.6181,4,1302
2727,3.1,201320,2013-05-12,304.0,352.0,352.0,352.0,352.0,19.4286,0.941739,0.2093,47.8399,2,1302
2728,3.1,201321,2013-05-19,175.0,148.0,148.0,148.0,148.0,19.5714,0.49294,1.79856e-13,20.1145,2,1302
2729,3.1,201322,2013-05-26,193.0,149.0,149.0,149.0,149.0,18.8571,0.566866,7.90273e-09,20.2504,2,1302
2730,3.1,201323,2013-06-02,164.0,96.0,96.0,96.0,96.0,18.8571,0.480059,4.74284e-10,13.0472,2,1302
2731,3.1,201324,2013-06-09,131.0,65.0,65.0,65.0,65.0,19.4286,0.457402,2.7448e-08,8.83407,1,1302
212629,1.0,201035,2010-08-29,,8.0,8.0,8.0,8.0,21.4286,1.52339,0.783063,3.5248,1,1302
1907,1.0,201603,2016-01-17,353.0,22.0,22.0,22.0,22.0,22.5714,1.06673,0.584297,9.69321,2,1302
2802,3.1,201443,2014-10-19,88.0,2.0,2.0,2.0,2.0,20.2857,0.323539,0.0563578,0.271817,1,1302
2803,3.1,201444,2014-10-26,58.0,3.0,3.0,3.0,3.0,21.2857,0.447837,0.103923,0.407726,1,1302
2804,3.1,201445,2014-11-02,55.0,4.0,4.0,4.0,4.0,22.8571,0.819278,0.37801,0.543635,1,1302
2805,3.1,201446,2014-11-09,47.0,6.0,6.0,6.0,6.0,20.7143,1.64885,0.787933,0.815452,1,1302
2806,3.1,201447,2014-11-16,50.0,3.0,3.0,3.0,3.0,19.4286,0.73221,0.330653,0.407726,1,1302
2807,3.1,201448,2014-11-23,46.0,2.0,2.0,2.0,2.0,23.0,0.457888,0.154206,0.271817,1,1302
2808,3.1,201449,2014-11-30,40.0,1.0,1.0,1.0,1.0,21.8571,0.292729,0.0936791,0.135909,1,1302
2809,3.1,201450,2014-12-07,46.0,3.0,3.0,3.0,3.0,23.2857,1.32169,0.635058,0.407726,1,1302
2810,3.1,201451,2014-12-14,28.0,3.0,3.0,3.0,3.0,22.2857,1.53071,0.695338,0.407726,1,1302
2811,3.1,201452,2014-12-21,40.0,1.0,1.0,1.0,1.0,24.4286,0.427207,0.197403,0.135909,2,1302
2812,3.1,201453,2014-12-28,39.0,1.0,1.0,1.0,1.0,25.1429,0.438219,0.205617,0.135909,2,1302
2814,3.1,201502,2015-01-11,51.0,13.0,13.0,13.0,13.0,25.8571,3.11014,0.987464,1.76681,2,1302
2815,3.1,201503,2015-01-18,62.0,2.0,2.0,2.0,2.0,24.8571,0.251521,0.0200995,0.271817,2,1302
2816,3.1,201504,2015-01-25,48.0,3.0,3.0,3.0,3.0,24.2857,0.350768,0.0412488,0.407726,2,1302
2817,3.1,201505,2015-02-01,64.0,2.0,2.0,2.0,2.0,20.7143,0.372033,0.0888148,0.271817,2,1302
2818,3.1,201506,2015-02-08,47.0,3.0,3.0,3.0,3.0,25.2857,0.974833,0.48657,0.407726,2,1302
212630,1.0,201036,2010-09-05,,2.0,2.0,2.0,2.0,19.7143,0.374216,0.0903808,0.881201,1,1302
10378,1.0,201620,2016-05-15,119.0,30.0,30.0,30.0,30.0,21.2857,0.302874,1.87814e-10,13.218,2,1302
2867,3.1,201603,2016-01-17,353.0,50.0,50.0,50.0,50.0,21.8571,1.02482,0.548688,6.79544,2,1302
2868,3.1,201604,2016-01-24,301.0,48.0,48.0,48.0,48.0,24.1429,0.908304,0.313967,6.52362,2,1302
2869,3.1,201605,2016-01-31,469.0,51.0,51.0,51.0,51.0,24.7143,0.982394,0.46396,6.93134,1,1302
2870,3.1,201606,2016-02-07,638.0,50.0,50.0,50.0,50.0,24.0,1.00327,0.506541,6.79544,2,1302
2871,3.1,201607,2016-02-14,683.0,139.0,139.0,139.0,139.0,24.4286,2.54839,1.0,18.8913,2,1302
2872,3.1,201608,2016-02-21,491.0,171.0,171.0,171.0,171.0,24.7143,2.193,1.0,23.2404,2,1302
2873,3.1,201609,2016-02-28,417.0,206.0,206.0,206.0,206.0,24.0,1.67447,0.999998,27.9972,2,1302
2874,3.1,201610,2016-03-06,362.0,243.0,243.0,243.0,243.0,25.2857,1.44858,0.999903,33.0258,3,1302
2875,3.1,201611,2016-03-13,418.0,394.0,394.0,394.0,394.0,23.2857,1.86409,1.0,53.548,3,1302
2876,3.1,201612,2016-03-20,905.0,353.0,353.0,353.0,353.0,23.7143,1.30239,0.999495,47.9758,3,1302
2877,3.1,201613,2016-03-27,391.0,551.0,551.0,551.0,551.0,24.2857,1.6062,1.0,74.8857,3,1302
